ix,sentence,left1,right1,left2,right2,relation
4321,I milked their evening drink for them and then found them asleep .,3,4,4,5,Other
6318,He poured flour into the tuba of an orchestra collegue .,2,3,5,6,Entity-Destination12
7037,My grandmother is beautiful too but she has a lot of wrinkles from the sun .,11,12,14,15,Cause-Effect21
5974,"Aboriginal people have repeatedly been popularly described through coarse , even racist caricatures .",1,2,12,13,Message-Topic21
4874,Modern pioneer builds home from scratch .,1,2,5,6,Other
2461,"The scientists placed the substance in a tiny capsule which gets channelled into cancer cells , and is then ""unpacked"" with a laser impulse .",4,5,8,9,Entity-Destination12
2952,"Ordinary warts on the hands and feet are caused by viruses , which only affect humans .",1,2,10,11,Cause-Effect21
999,"The researchers studied the efficiencies of assessment through exams , particularly if the marking is routine or automated , are counterbalanced by its limitation .",1,2,8,9,Instrument-Agency21
7361,"The moisturizers' primary function is to keep skin moist , minimize wrinkles from dryness , smoothe and soften skin , and to deliver other ingredients , like sunscreen , that benefit the skin .",11,12,13,14,Cause-Effect21
366,"About two months later , the baby alligator breaks open the egg with a sharp pick on the end of the nose called an ""egg tooth"" .",7,8,15,16,Component-Whole21
785,An 18-gauge or 21-gauge Needle Guide Kit was opened and sonoconductive gel was placed inside the sterile sheath .,11,12,17,18,Entity-Destination12
6176,"In 1752 , William Hallam sent a company of twelve actors from Britain to the colonies with his brother Lewis as their manager .",7,8,10,11,Member-Collection21
2695,Some of that blood was in a bottle in the operating room though the record is not clear as to how it got there .,3,4,7,8,Content-Container12
1125,All the epigraphs make reference to hell or the underworld .,2,3,6,7,Message-Topic12
321,The avalanches originated in an extensive mass of rock that had previously been hydrothermally altered in large part to clay .,1,2,6,7,Entity-Origin12
7456,That's all paper stored in a binder by the door of the room .,2,3,6,7,Content-Container12
406,The curved roach on a square sail was dependent on the angle or height of the stay immediately below it .,2,3,6,7,Component-Whole12
4821,Spanish people successfully resolved the problem through a judicious combination of self-rule and shared rule .,1,2,9,10,Instrument-Agency21
7098,"After ""Lost ! ,"" the bandmembers descended from the stage , winding their way through the crowd on the floor .",5,6,9,10,Entity-Origin12
2626,"In the 1880s the railroad had dug a large water well here , which had later turned into a cold bubbling mudpot driven by naturally-occurring pressurized carbon dioxide gas .",4,5,10,11,Product-Producer21
1682,"Individuals were granted a wrack of rabbits and some help building a rabbit run in their backyard to start up a small rabbit farm (--40 rabbits and a hutch , perhaps ?) , along with automatic membership in a cooperative rabbit abatoir .",4,5,6,7,Member-Collection21
7908,The mesopause separates the mesosphere from the thermosphere .,4,5,7,8,Other
7495,The person fell from the tree .,1,2,5,6,Entity-Origin12
6183,"Most techniques to ""thicken"" the eyebrow hair are actually meant to give the appearance of thicker eyebrows , without really affecting the eyebrow hair growth itself .",5,6,6,7,Component-Whole12
29,We have therefore taken the initiative to convene the first international open meeting dedicated solely to rural history .,12,13,16,18,Message-Topic12
2444,"In one of cinema's earliest and most famous screenings , the crowd ran away from the theatre after an approaching train appeared .",11,12,16,17,Entity-Origin12
5518,"My itinerary was in a suitcase , among stacks of teaching materials so I asked the Delta ticket agent to look up my outgoing flight number .",1,2,5,6,Content-Container12
6144,The department achieved the goal with a 75% reduction in accidents .,1,2,8,9,Other
2505,My cousins have some fun sliding down the steps in a laundry basket .,8,9,12,13,Other
4224,Many excellent musicians emanated from Ihe Hoosier state .,2,3,7,8,Entity-Origin12
4990,"The manure was stored in open sheds , though some stored it in closed sheds .",1,2,6,7,Content-Container12
1036,Specialists from various fields pertinent to the theme took part and presented specific aspects of the topic .,3,4,7,8,Other
2483,"After the emperor had left the room , he turned to his attendants .",2,3,6,7,Entity-Origin12
6572,Our inquiry into the city's job creation funding came from a reader's tip .,1,2,12,13,Cause-Effect21
834,"Lesser Black-backed Gulls were capable of producing , on average , almost three times the normal clutch of three eggs .",16,17,19,20,Other
631,She gave him a bottle with wine in it .,4,5,6,7,Content-Container21
6517,"The young goshawks seemed a bit fazed by all the cover , and never really got onto the rabbits , so we moved out to the field and Roy worked his pointer until we found a youngish covey of partridges .",37,38,39,40,Member-Collection21
4889,The defendant battered the victim with a standard weighted workout glove containing sand in the palm area .,1,2,10,11,Instrument-Agency21
3565,"Besides acting , directing and producing , Eastwood is also a musician who has composed the themes to nine of his films .",11,12,16,17,Product-Producer21
110,"The tiny image of the Renaissance master is hidden in a carafe of wine in his 1597 oil painting Bacchus , one of his most acclaimed works .",2,3,11,12,Content-Container12
5722,"In the 1950s , several books were published on the topic of sociometrics .",5,6,12,13,Message-Topic12
4664,"Using the latest techniques of a science known as tissue engineering , researchers at the University of Boston recently grew a human ear on the back of a mouse -- apparently with no adverse effects to the hybrid rodent .",12,13,22,23,Product-Producer21
3385,The Government spent nearly 10m euro of taxpayers' money this year to cover the salaries of the ever-increasing coterie of special advisers .,18,19,21,22,Member-Collection21
1003,"We find evidence that Ernst suffered a thrombotic cardiovascular event , i .e . , a myocardial infraction triggered by a blood clot .",17,18,22,23,Cause-Effect21
5930,"The apartment comprises of two bedrooms with fitted wardrobes , two bathrooms with tub , a spacious kitchen and lounge/dining room . . .",1,2,5,6,Component-Whole21
6448,This information sheet summarises the labour environment in the UK .,1,3,5,7,Message-Topic12
3436,The exhibition The Art of the Motorcycle caused a revolution on the museum scene with its presentation of the motorcycle as a metaphor of the 20th century .,1,2,9,10,Cause-Effect12
7134,"In a preliminary investigation , Cheddar cheese was made with a lactococcal starter overproducing different peptidases .",6,7,12,13,Other
5616,The second biggest problem for dogs and their teeth is that hard chews can break the teeth .,5,6,8,9,Component-Whole21
3963,A little later the audiophile descended from the forest to announce cables could improve the sound of a Hi Fi system .,4,5,8,9,Entity-Origin12
6137,He added ethanol into the wash buffer .,2,3,6,7,Entity-Destination12
6873,Apricot marmalade is effective in treating emotional indigestion .,0,1,1,2,Entity-Origin21
7461,"The local citizens farmed for a living , raising a variety of crops including peanuts , cotton , hay , sorghum , and a variety of truck crops .",2,3,6,7,Other
5822,"One drift of the sheep was marked with a red cross , and the other drift with a black patch .",1,2,4,5,Member-Collection21
1486,I sold a gold ring to another company online and they sent me a lousy check for $14 .00 .,3,4,4,5,Other
5159,"Its menu includes customary Chinese dishes , such as sweet and sour pork and cashew chicken , but it also lists some uncommon choices such as lemongrass chicken and kung pao triple delight .",1,2,5,6,Member-Collection21
5759,Students learn at their own pace by using computers .,0,1,8,9,Instrument-Agency21
1622,Tasheki was taking photographs at the encounter site when a bullet hit his jaw bone .,13,14,14,15,Component-Whole21
466,The site has free galleries of pics of guys showing the waistband of their underwear above their jeans .,11,12,14,15,Component-Whole12
4029,"Last night , someone threw a stone into our glass window .",6,7,10,11,Entity-Destination12
5529,"The 22-year-old rapper posted a message on his Twitter page just after midnight admitting he was driving his ""lambo ,"" or Lamborghini , while sloshed -- or ""tispy ,"" as he misspelled ""tipsy .""",2,3,5,6,Product-Producer21
2590,"However , the increased demand logically calls for expansion and modification of intake processes to reach the goal of pairing each potential member with a sorority of their choice .",25,26,28,29,Other
1283,This is based on the notion that a human is basically a purpose driven animal .,12,13,14,15,Other
2173,"Rich in high-quality protein and other nutrients , soy flour also adds a pleasant texture and flavor to a variety of products .",8,9,9,10,Entity-Origin21
2776,"In what's become a drug legend , he got woozy , dreamy and saw a kaleidoscope of dancing colours .",15,16,18,19,Other
1749,"She and colleagues exhaustively tested the sample , sequencing the proteins they found with a new and better mass spectrometer .",2,3,19,20,Instrument-Agency21
1772,"For me , the most interesting thing was some pottery by people who are so well known for their pottery like Picasso or Miro .",11,12,19,20,Product-Producer21
1022,The protesters carefully chose a private road in order not to cause inconvenience to the public .,1,2,6,7,Other
1511,"The puppy was born in a barn where Layla made a soft , bed out of hay in an empty horse stall .",1,2,6,7,Entity-Origin12
5267,Before leaving Peter bought a silver star necklace for Tina .,5,6,7,8,Other
3556,The user inserted an advertising into the podcast .,4,5,7,8,Entity-Destination12
6510,We inserted the faces into the provided templates .,3,4,7,8,Entity-Destination12
2107,"A pod of ringed seals burst out of the water , then dove , leaving in their place a piece of green ice shaped like a harpoon .",1,2,4,5,Member-Collection21
3299,"Thus , during long-term operation of a reactor with a sodium coolant , the radionuclides migrated into stainless steel up to a depth of i00-ii0 ~m .",14,15,17,19,Entity-Destination12
4262,There has been abuzz in recent weeks about the arrival of a diminutive new laptop from a little-known hardware manufacturer .,14,15,19,20,Product-Producer12
745,The helicopter was landing into the high grass during the combat SAR demo with soldiers on board .,1,2,7,8,Entity-Destination12
3504,"After facing the hopelessness of the future , the poet sank into despair .",9,10,12,13,Other
5094,Description StyleSearch is a competition to establish the UK's most ethical dressers .,4,5,11,12,Other
3882,"The other group name , a rabble of butterflies , is a bit more obscure .",6,7,8,9,Member-Collection21
7496,"The shelves contained books with sinister-sounding titles , such as Crime and Punishment , Days of Wrath , Death Walks Among You and a few others .",1,2,3,4,Content-Container21
6659,They really saw the architect</ expensively produced Dongtan masterplan as a blueprint for a more sustainable future .,4,5,8,9,Product-Producer21
6267,"I found a wallet once with 30 quid in it , I handed in the wallet but took the money .",3,4,7,8,Content-Container21
4248,Obama's economic policies are turning into a global disaster .,2,3,8,9,Cause-Effect12
7920,"Months later , the birds composed the syllables into complete songs , whether the songs matched natural patterns or not .",4,5,7,8,Other
143,"So when William did cross the Boyne on July 1st 1690 , he had an army consisting of the riffraff of Europe's mercenaries .",19,20,22,23,Member-Collection21
2103,The parties resolved the suit through a 3-year consent decree providing a total of $225000 to charging party and two other female claimants .,1,2,9,10,Product-Producer21
5750,The inmates successfully scaled the barbed wire fence by using heavy-duty work gloves .,1,2,12,13,Instrument-Agency21
2345,"In this constitution the people was the source of all powers , but it exercised none .",4,5,10,11,Entity-Origin21
6807,"The museum's first director , who oversaw the museum for 50 years , converted the building into an art studio .",3,4,19,20,Product-Producer21
1586,US forces fared so well that MacArthur gained Truman's permission to attempt a total rout of communist forces .,14,15,17,18,Other
4397,"Whatever your choice , that horribly dated Chick Corea electric keyboard tone on the first cut sounds like the player bought his equipment at Toys ""R"" Us .",19,20,22,23,Instrument-Agency21
2167,The aim of this section is a brief review of the clinical aspects of ITP in pregnancy .,4,5,11,13,Message-Topic12
4105,These ballads specialized in lampooning politicians and authority figures who encouraged Irishmen to fight in foreign wars .,1,2,5,6,Message-Topic12
1389,A urinary tract infection (UTI) is the most common cause of bladder irritation .,3,4,12,13,Cause-Effect12
2041,He poured his passion into his lover .,3,4,6,7,Entity-Destination12
5087,"The granules and the pebbles are caused by a magnetic force to collide with one another , thereby resulting in liberation of the oxygen molecules contained in the granules and the pebbles .",1,2,9,11,Other
3538,The document was locked in a safe at Scotland Yard and only sent to the coroner in 2003 .,1,2,6,7,Content-Container12
1672,The tortoise that had been picked up the night before was in a box .,1,2,13,14,Content-Container12
5934,The committee came up with some interesting recommendations .,1,2,7,8,Product-Producer21
3297,We inserted some sound into the blackboard announcements .,3,4,7,8,Entity-Destination12
2829,"Growers store the tubers in a perforated plastic bag filled with peat moss or vermiculite in a cool , dark place .",3,4,8,9,Content-Container12
3111,We seek to actually reverse the injury that has been caused by the heart attack .,6,7,13,15,Cause-Effect21
6714,The following is a list showing the 100 largest incorporated cities in the state of California ranked by population .,4,5,10,11,Member-Collection21
5435,"In these ancient religions the clergymen were women , the monks were a sorority of lesbians , who were a subculture that lived near the ordinary local people , but were not really part of the community .",13,14,15,16,Member-Collection21
1182,Dominicans have been protesting against the proposed construction of a cement factory in the protected area of Los Haitises National Park .,10,11,11,12,Product-Producer12
7191,The energy of emission produces the separation field .,1,2,6,8,Cause-Effect12
2348,The glass bottle was contained in a wire mesh basket in case of explosion .,1,3,7,10,Content-Container12
2253,The combined beam forms a picture using a light valve .,2,3,9,10,Instrument-Agency21
3480,"Many different bacteria , protozoa and viruses cause food poisoning , but most cases are the result of just a few species of bacteria .",4,5,9,10,Cause-Effect12
3437,Students review art from different periods throughout history .,2,3,5,6,Entity-Origin12
5179,But Solomon had arranged that the only water in the palace was in a jar by his bed .,7,8,14,15,Content-Container12
4898,They ordered vaccine made with a 50-year-old egg technology rather than experimental methods .,2,3,8,9,Other
5140,He pushed the rivet of the cable strap back into the hole .,3,4,7,8,Component-Whole12
7637,"Then , in May , 2005 , the government produced the factual return , as ordered by the District Court .",8,9,11,13,Product-Producer21
1894,It is part of a furniture line conceived for Anthropologie by British interior designers .,6,7,13,14,Other
98,In the corner there are several gate captains and a legion of Wu crossbowmen .,10,11,13,14,Member-Collection21
7489,"The food is made from scratch , fresh daily .",1,2,5,6,Entity-Origin12
3676,This course teaches home builders when to use concrete for a paving or floor project .,4,5,8,9,Instrument-Agency21
736,"Pneumococcal meningitis is caused by pneumococcus bacteria , which also cause several diseases of the respiratory system , including pneumonia .",1,2,6,7,Cause-Effect21
4423,Often users have dragged MIDI clips into Audio tracks .,5,6,8,9,Entity-Destination12
3570,"In many ways , the flavor of rye beer is reminiscent of wheat beers .",7,8,8,9,Entity-Origin21
972,A similar image search feature has been added to the software .,4,5,10,11,Entity-Destination12
7193,"From the diagrams of DaVinci to the latest photographic marvels retrieved from the remotest galactic outback , visualization of research has a long and literally illustrious history .",9,10,15,16,Entity-Origin12
5560,Highly specialized workers situated alongside a series of rolling ramps built up a product such as (in Ford's case) an automobile .,2,3,13,14,Product-Producer21
7916,She prepared some beef bouillon and let it cool .,3,4,4,5,Entity-Origin21
4237,"During his early period , the director produced numerous documentaries , including an interview with Aleksandr Solzhenitsyn and a reportage about Grigori Kozintsev's flat in St Petersburg .",6,7,19,20,Product-Producer21
2324,"On Sunday afternoon , passengers on the United flight were leaving the airport after being taken to a room there for about three hours .",4,5,12,13,Entity-Origin12
594,"In theory , boards of independent directors look after the interests of individual shareholders .",3,4,6,7,Member-Collection21
5470,Someone has blown soot into my face .,3,4,6,7,Entity-Destination12
4863,"In 2004 a two men , including a local parks commissioner , defaced the monument with white paint and were sentenced to jail time .",4,5,17,18,Instrument-Agency21
3266,We store the cards in a matching box .,3,4,7,8,Content-Container12
3282,The painting was in a trunk next to the bed .,1,2,5,6,Content-Container12
4025,"It was formerly known as How Park , possibly through the early connexion of William de Ow with the parish , and had its origin in the charter of 1200 granting William Briwere the elder chase of hare , fox , cat and wolf through all the king's land (per totam terram nostram) and warren of hares , pheasants and partridges throughout all his own lands , as also licence to inclose two coppices , one of which was situated between King's Somborne and Stockbridge and the other was called How Wood .",54,55,56,57,Member-Collection21
5966,The morning session of the symposium comprises contributions from former group members and ends with a reunion lunch for the attendees .,2,3,7,8,Component-Whole21
6226,Here are reside meningococcal bacilli in the vaccine and it is accessible to bolt the ache or become a carrier of the ache from the vaccine .,22,23,25,26,Cause-Effect21
6531,"The aeroplane was withdrawn from that duty and confined to low-level flying , where it became a success .",1,2,6,7,Other
2223,A cafe owner thought up an unlikely beverage that has created a 'miracle' cure .,2,3,13,14,Other
4589,"The other stations responded by hiring a cast of precocious cats , ferrets , chimpanzees and marmosets .",7,8,10,11,Member-Collection21
4795,The message is being delivered to the mailman .,1,2,7,8,Entity-Destination12
4941,A sluggish cat named Minnie sleeps in a scuttle beside the stove .,2,3,8,9,Content-Container12
2853,"The author makes reference to all sciences , to many classical works in both psychology and biology .",1,2,6,7,Other
5598,A big thanks goes out to the expert craftsman who did such a good job building my sailing hat .,8,9,18,19,Product-Producer21
49,The following information appeared in the notes to consolidated financial statements of some corporate annual reports .,6,7,10,11,Other
3586,"The report gives an account of the silvicultural work done in Africa , Asia , Australia , South American and the Caribbean .",1,2,8,9,Message-Topic12
1468,The facades of the palace consist of beautifully decorated wooden doors and windows and ventilations in addition to decorated gypsum motifs .,1,2,4,5,Component-Whole12
7877,The robber was inside the office when the manager decided to take action and escape out the side door .,1,2,5,6,Other
2226,"The boat rides leave from the harbour at Avoch , chugging out into the firth in search of bottle nose dolphins .",2,3,6,7,Other
111,"Then I swept up the dust , which looked like sawdust , and put it in a plastic container , which was in a cabinet under the granite counter top .",17,19,24,25,Content-Container12
7739,The video contains a clip from the movie .,1,2,4,5,Component-Whole21
2197,The software lets the teleworker closely associate his IP soft phone with other public switched telephone network (PSTN) connections .,1,2,4,5,Instrument-Agency12
355,Billions flow into unit trust-linked products .,0,1,5,6,Entity-Destination12
2993,The genreal anesthetic cause unconsciousness and insensibility to paid and are used for major surgical procedures .,2,3,6,7,Cause-Effect12
6763,"Milinkovich , executive director for life of the Eclipse Foundation (just kidding Mike) broke the news today in his blog .",15,16,19,20,Other
6470,"I awoke to find a conjunction of grammarians standing over me , observing my disposition with a look that would put a sneer of butlers to shame .",5,6,7,8,Member-Collection21
43,The Kerala backwaters are a chain of brackish lagoons and lakes lying parallel to the Arabian Sea coast of Kerala state in southern India .,5,6,8,9,Member-Collection21
6955,"The concert closes with the young composer</ take on another aria from Guilio Cesare , the notoriously tricky Al lampo dell'armi .",6,7,10,11,Other
725,It has the fourth highest population of slum dwellers among major cities in India .,5,6,8,9,Member-Collection21
3593,She once took a tin of her delicious cookies made from the following old recipe .,8,9,14,15,Other
7724,"In the most common form of such an attack , called ischemic stroke , the blockage comes from a blood clot that develops in one of the brain's blood vessels .",15,16,20,21,Cause-Effect21
3100,These loans are travelling into foreclosure significantly slower than conventional loans .,1,2,5,6,Other
3911,The boy pulls the rope with a force of 10 .0 N; and the sled moves with constant velocity .,1,2,7,8,Instrument-Agency21
7228,"Currently , the villagers operate a ram oil press that is counter-intuitive to use and leads to sub-optimal oil extraction from groundnuts .",3,4,8,9,Instrument-Agency21
1961,He grabed one end of the broom stick as they grab the other end .,6,7,7,8,Component-Whole21
3724,Mark Patterson discusses the issues affecting daily life in the north-west .,4,5,7,8,Other
890,The restaurant is advertised by the official municipal website .,1,2,8,9,Message-Topic21
3987,"Anyway , when he read that Stacey had spent the night beneath the stare of more than 30 owls , his interest was piqued .",13,14,18,19,Member-Collection21
655,The mast was folded up accordion-style inside a canister that was attached to the side of the main antenna .,1,2,8,9,Content-Container12
372,One of my woodworkers got imprisoned as a result of a bloody noble putting up an export ban after the caravan had left the depo .,20,21,24,25,Entity-Origin12
2588,"The excitement comes from Frakes's direction -- his liveliness , and his pleasure in looking at , and showing us , events and images .",1,2,5,6,Entity-Origin12
914,The cancer cells have increasingly been moving into the bone .,2,3,9,10,Entity-Destination12
483,There's a trembling of finches on my lawn .,2,3,4,5,Member-Collection21
4674,The company has been dragged into a lawsuit .,1,2,7,8,Other
759,The debris were thrown into the air .,1,2,6,7,Entity-Destination12
7982,A goal is like a mountain outcropping to which a climber throws a grappling hook and pulls themselves up .,10,11,13,15,Instrument-Agency21
3608,The governments sent scientists to the desert for surveying climate changes .,3,4,6,7,Entity-Destination12
3766,Fuji Electric has developed a quick battery charger that copes with the regulations using a choke input system .,7,8,17,18,Component-Whole21
7105,"Lidenbrock translates the note , which is revealed to be a medieval note written by the Icelandic alchemist Arne Saknussemm .",12,13,17,18,Product-Producer12
4576,The union contract governs wages and hours and runs for three years .,2,3,4,5,Message-Topic12
7681,A city nightclub has had an ambitious expansion plan blocked over concerns about unruly behaviour from drunken revellers .,14,15,17,18,Cause-Effect21
4940,"Finally , the solute was placed inside a beaker and 5 mL of the solvent was pipetted into a 25 mL glass flask for each trial .",3,4,8,9,Entity-Destination12
1723,"The ultimate D .C .-related work on this topic , in recent decades , anyway , may be Jerzy Kosinski's satirical Being There , the inspiration for a Peter Sellers film by the same name .",30,31,34,35,Other
6119,"With one exception , the moths emerged from the cocoon during hours of darkness .",5,6,9,10,Entity-Origin12
6000,We present a perception driven autonomous urban vehicle .,3,4,7,8,Instrument-Agency12
7627,The draft makes a distinction between 'data' and 'records' .,1,2,4,5,Message-Topic12
6189,"These maps are from an atlas made by the French mapmaker , Guillaume De L'Isle in about 1740 .",5,6,10,11,Product-Producer12
2925,"We were under the seats of the bus for 20 minutes , trying to get away from the bullets .",4,5,7,8,Component-Whole12
5724,"Two days ago , Adept Garazo sighted a wake of ash vultures circling over the foothills of the Redimeres .",8,9,11,12,Member-Collection21
3373,But by far the most frequent tsunami-maker is the buckling of the seafloor caused by an undersea earthquake .,9,10,17,18,Cause-Effect21
553,A 300-pound Siberian tiger that killed a visitor escaped from its high-walled pen on its own .,3,4,12,13,Entity-Origin12
7249,You noticed the three numbers at the bottom of a fertilizer package .,10,11,11,12,Content-Container12
3748,"Although there was ammunition scattered over the apartment , the gun itself was locked in a safe , and not loaded .",10,11,16,17,Content-Container12
6481,"The throttle of the truck</ engine was wide open now , and the roar of the engine , emitted through the vertical exhaust acting as a stack , was loud and strangely comforting .",4,5,5,6,Component-Whole12
5069,The couple got out safely from the area .,1,2,7,8,Entity-Origin12
702,"The Police has beaten him up , poured water into his ears and nose , and stuffed a shoe in his mouth .",18,19,21,22,Entity-Destination12
2518,Make sure the child takes lots of fluids in spite of the oral discomfort to prevent high fever from dehydration .,17,18,19,20,Cause-Effect21
7693,This experiment is performed with an aqueous solution of a strong acid inside a flask .,6,8,14,15,Content-Container12
2947,"Here I show that Adh-psi is actually a new , functional gene recently descended from an Adh duplication .",11,12,17,18,Other
7094,"Thinking to better his chances in his chosen calling the father left his native land in 1817 and came to America , landing at St . John's , Newfoundland .",10,11,14,15,Entity-Origin12
5339,"In one of the early years , a quizmaster thought up an abstruse riddle based on an arcane area of study - then checked the only two books relating to it out of the library .",8,9,13,14,Product-Producer21
3902,The government and some private companies hold stakes in this export company .,10,11,11,12,Other
1333,In a taped interview she recounted two occasions on which she had lent money .,3,4,7,8,Message-Topic12
4091,You have fetched character data into a standard result set .,4,5,9,10,Entity-Destination12
2085,"Yet he afterwards fell away and became the head of a sect of vile heretics , of gross practices , called from his name the sect of the Nicolaitans , Rev . ii . 6 , and 15 .",11,12,14,15,Member-Collection21
4395,The worst devastation around us has been caused by the abject failure of religious education .,2,3,14,15,Cause-Effect21
6413,The internal payoff is rooted in the psychological cost of preference falsification .,2,3,8,9,Other
5748,Goguryeo developed from a league of various Yemaek tribes to an early state and rapidly expanded its power from their original basin of control in the Hun river drainage .,4,5,8,9,Member-Collection21
7580,Chinese liquor is a kind of wine produced by solidified fermentation of grain .,6,7,10,11,Other
6385,Earthquakes are caused by the discharge of accumulated along geologic faults .,0,1,5,6,Cause-Effect21
7028,Sigmoid colon diverticulitis is the most common cause of acute pain in the left lower abdomen in older adults .,2,3,10,11,Cause-Effect12
7058,"Here at Flamingo Gardens we are proud to have the most prolific romp of river otters in the world , and romp they do .",12,13,15,16,Member-Collection21
6916,"A popular kitchen protection is a rope of garlic , onions or peppers .",6,7,8,9,Component-Whole21
7806,The materials were produced by mixing the constituents and processing them through a press/sinter cycle to produce a consolidated material .,1,2,5,6,Other
7168,Batteries kept in good condition have a 5 to 6 year service life .,0,1,3,5,Other
766,"Pearson identified the Bittangabee Bay ruins as having been built as a store house by the Imlay brothers , early European inhabitants .",5,6,21,22,Product-Producer12
3791,The pseudolesion was caused by drainage of the paraumbilical vein .,1,2,5,6,Cause-Effect21
7173,An accompanying CD of light classic Italian music helps to inspire the cook laboring over the stove or to create a romantic atmosphere at dinner .,12,13,16,17,Instrument-Agency21
2433,"It is a shady retreat , close to a chain of shallow ponds near the lake shore .",9,10,12,13,Member-Collection21
3424,Illegal overcharge was passed on to the customers .,1,2,7,8,Entity-Destination12
5383,"A growing number of smallholders have formed themselves into associations to sell tea , sugar , cotton and nuts to processors .",4,5,9,10,Member-Collection12
6037,"When the Anatolian language went away from the community , it continued its dialectal divisions .",3,4,8,9,Entity-Origin12
4149,Only a few congressmen attended that first party in 1977 .,3,4,7,8,Other
5728,Phone masts for the high-tech third generation mobile phones cause headaches and nausea .,1,2,12,13,Cause-Effect12
2863,The geology comprises granite of the Mesozoic era as the bedrock .,1,2,3,4,Other
2042,"Their deed of agreement was drawn up in the temple by a notary public and confirmed with an oath ""by god and the king .""",1,2,13,14,Other
1404,The cysts are caused by chronic inflammation of the perichondrium with production of serous fluid between the perichondrium and cartilage .,1,2,6,7,Cause-Effect21
5377,The excerpt was speaking about the average processing times of Social Security Disability decisions by these aforementioned offices .,1,2,8,9,Message-Topic12
6516,The GAA's Central Council published measures with regard to disciplinary procedures .,5,6,10,11,Message-Topic12
18,"The factory</ products have included flower pots , Finnish rooster-whistles , pans , trays , tea pots , ash trays and air moisturisers .",1,2,13,14,Product-Producer21
4126,The first mathematician derived the new formula for the sum of the fourth power using a method that is readily general for determining the general formula for the sum of any integral powers .,2,3,6,7,Product-Producer21
2742,"As a train moves from station to station , its passengers glimpse different worlds of people .",2,3,5,6,Entity-Origin12
7599,Miss Clockheart wears a silver heart around her neck with a clock inside .,4,6,11,12,Component-Whole21
2118,The earliest writing is from 5000 years ago and helps us understand some of the changes .,2,3,6,7,Entity-Origin12
2295,World practices have shown that often local authorities are quicker to respond to the natural disasters caused by the climate change .,15,16,20,21,Cause-Effect21
4812,I gotta a bottle full of snake oil with a label made of rainbows .,3,4,6,8,Content-Container21
4720,"Four sets of wax glands , situated inside the last four ventral segments of the abdomen , produce wax for comb construction .",4,5,18,19,Product-Producer21
628,Next was a stop at Christien Meindertsma's gorgeous knitting exhibition where she and an assistant knit a giant really thick woolen rug using six-foot-long needles .,14,15,21,22,Product-Producer21
804,"I've got the world in a jug , the stopper's in my hand .",3,4,6,7,Content-Container12
6769,Annie Mae Young is looking at a photograph of a quilt she pieced together out of strips torn from well-worn cotton shirts and polyester pants .,7,8,10,11,Message-Topic12
7793,The electricity is produced by 440 nuclear reactors in 31 countries .,1,2,7,8,Cause-Effect21
6502,"When it was closer she saw the light was coming from a flashlight being carried in the mouth of a large black Scottie dog , its muzzle gray with age .",7,8,12,13,Cause-Effect21
5613,Lineman's pliers are an essential item in the electrician</ tool complement .,1,2,8,9,Instrument-Agency12
2407,A Canadian doctor cured me with only a massage .,2,3,8,9,Instrument-Agency21
975,"A metal cube , one meter on each side , is enclosed in a thermally insulating jacket .",1,3,16,17,Content-Container12
3484,He also released a similar document investigating violence against women .,5,6,7,8,Message-Topic12
559,"The outbreak resulted in 256 deaths and 3 ,402 injuries .",1,2,9,10,Cause-Effect12
4326,"The coat was evolved from the cassock , a loose , knee-length coat with buttons all the way down the front .",1,2,6,7,Entity-Origin12
3240,"Rice beer is a famous Asian country's drink , especially in Japan .",0,1,1,2,Entity-Origin21
7588,"Short-term side effects are uncommon , but include headache from eyestrain , nausea , agitation or nervousness .",8,9,10,11,Cause-Effect21
738,"Philip Larkin's poem ""At Grass"" employs his sensitive poetic technique to reflect on a field of aged racehorses , and on the practice of poetry .",14,15,17,18,Member-Collection21
514,"The girl , in her first holiday season as an Elm Creek Quilter , creates a quilt for her best friend even as she begins to question her feelings for him .",1,2,16,17,Product-Producer21
3888,This remarkable research ship is vertically sinking into the deep ocean .,3,4,10,11,Entity-Destination12
685,Many builders have approached the colony's building committee for redevelopment projects .,1,2,6,8,Entity-Destination12
3767,"Specifications of electric heater thermostats include temperature ranging from 50 degrees F to 80 degrees F , current ranging from 19 A to 22 A , & voltage ranging from 120 V to 277 V .",3,4,4,5,Component-Whole21
5022,The presentation of the data is rooted in an identity in which a nation's saving is equal to domestic investment plus net foreign investment .,1,2,9,10,Other
1343,The painter continues adding paint on top of still wet paint rather than waiting a lengthy amount of time to allow each layer of paint to dry .,1,2,4,5,Instrument-Agency21
340,The purpose of the audit was to report on the financial statements .,4,5,10,12,Other
5543,"On this day in 1897 , writer Oscar Wilde is released from jail after two years of hard labor .",6,7,12,13,Entity-Origin12
805,"As a general rule , chapters later in the book are designed to be studied after earlier ones .",5,6,9,10,Component-Whole12
3543,"The mummy , ensconced in material , was inside a box bearing the words ""Sacred to the memory of our little Hawaiian home across the sea .""",1,2,10,11,Content-Container12
6088,The management of the club consists of Thai office bearers and local expatriate volunteers .,1,2,9,10,Member-Collection21
3626,"He was a maker of things , a builder of institutions , a harvester and disseminator and progenitor of ideas and the means whereby those ideas were made flesh .",8,9,10,11,Product-Producer21
